response_length,sentiment_score,topic_coherence,latency_ms,follow_up_rate,good_interaction
66.09434159508862,0.699609078749398,0.6289944238425833,153.85877109251825,0.26948373203904247,1
39.20031787519009,0.4750768740471128,0.6625309209652123,68.67378045156806,0.7414175689356484,1
75.00902391612914,0.9864509885502362,0.4047224999230173,93.59695119606079,0.26774108165878185,0
78.81129432782427,-0.4191331330959646,0.47339199019048694,113.13016845622869,0.6278244264325684,0
20.979296226923275,0.09385595667429819,0.826499835675486,48.75802045165913,0.4753065590425936,1
33.95640986275364,0.014991446422869814,0.9029600321101825,65.15953832619586,0.4999653063072758,1
62.556808063345706,-0.5894730705634406,0.6159351223693923,261.6516171874267,0.17772657830635014,0
53.675148153128355,0.6241308819118776,0.5591228783820328,89.43348710423841,0.11354150165712942,0
59.66397684991422,0.09184137767865663,0.756012990005976,116.98067589943466,0.7720080032531765,0
42.9391214485284,0.4958524819946249,0.33498106951206047,118.136694174719,0.818992851858075,1
77.58795949725658,1.0,0.44618560440982163,219.09291989336185,0.4093084077307433,0
75.55583870857896,0.0587025232689567,0.6958030243084102,169.65576172765228,0.2529980202735426,0
61.320613951224324,0.031538806937137925,0.6781747022737814,50.60699922675403,0.5247616511319035,0
82.54482413936066,0.24746566788959842,0.8521867737389559,234.88714004923713,0.45975562635773004,0
69.35018684504091,0.5948989411933638,0.7945430286808278,284.1961061841125,0.6859849685788922,1
42.81415074233524,-0.026685210124059944,0.7372608472891518,50.38495922404384,0.175173105377067,0
67.37501568164998,-0.05238463885285227,0.7766028834126996,85.88607532859231,0.42056269186798,1
40.82234798342002,0.6228757080965464,0.8064054224604605,99.49770138318712,0.3111059994624904,1
77.56900602614544,0.35145572953521426,0.7885133614459601,88.00263044187548,0.07416757960820781,0
59.00148178027494,-0.6178913052019284,0.6412297196325617,154.30728622234292,0.1506796483897837,0
56.30275272909479,-0.2901567197876433,0.5889562506860837,93.97788621517037,0.227795454222172,1
46.38140911192117,0.8004943455308842,0.48447109492570245,76.0497861078174,0.5932212942669961,0
84.4508267734806,0.360771313231525,0.8326306638450223,158.41093024929387,0.35776400327798596,1
56.90941035862396,-0.10487837241489961,0.6296232175761206,23.429493816080836,0.53058500578591,1
51.433443556737856,0.13183613710600717,0.6831801750911971,122.4169888740292,0.42124563885058514,0
52.95732899023541,0.2052946691206681,0.7931365666526068,143.94891160813083,0.7307572328374049,1
70.64618371106698,0.49429334411206555,0.7988288982348166,226.4583981890239,0.023124306988981925,1
67.30888128728157,-0.34330535794351574,0.8581247216175123,111.81461470674664,0.16254138593052384,0
68.25465223191976,-0.13637965546818326,0.6844730829839553,31.145213559837458,0.6736018142901734,1
68.61642006015765,0.30918230194535556,0.6791346176403655,115.90342039441013,0.38497802899159705,0
102.83295201740923,0.16006616780181987,0.7651988178745853,29.278897121729372,0.531073549494242,1
51.871699672307685,0.42874367305468397,0.5847959517291598,135.0211705444351,0.39134025647995097,0
49.755145418569256,-0.2918029589438391,0.8435058244722806,204.41700311541496,0.5072796416673582,0
43.724545435042444,0.3428514705085285,0.7098094347394825,102.74137822146184,0.45894709569818715,1
72.31958845150992,0.636633447750989,0.646156270063634,94.04687270432748,0.5070499391063313,1
82.57944585441783,0.3947274188597134,0.6200176942267962,167.4612500752014,0.18490797904440232,0
57.7210508469025,0.2556446959046368,0.8663448649932055,132.10192010949476,0.11733698170475883,1
43.19687046074944,0.16164655897361166,0.6046915714942024,160.27514710445104,0.1494610677858918,0
43.51037568617521,-0.13394046110860075,0.3320271146115784,342.5020251287019,0.6048975371268999,0
73.01185575649401,0.17120056302408462,0.745256935549679,79.283322801422,0.6050398296534952,1
74.86508342406884,0.7038823411521624,0.7509605997229091,140.31378170507617,0.742011199323651,0
70.8630853661039,0.15238859735994992,0.7717624817607671,237.15314440862988,0.41153286136042366,0
46.689805854226115,-0.15592159573936404,0.5287565772532057,239.25360942153304,0.5799107113713616,0
64.6432264613344,0.003101164493845482,0.44601605257692833,148.24192094550406,0.8883276120082163,0
62.33371618281456,0.2803401189103721,0.6509509458431912,91.64825578016209,0.7987989128324084,0
64.37377193458026,0.050594401127661226,0.32443073008872625,159.06032655814437,0.2397604294448285,0
77.4285755589638,0.3941213132252563,0.5086067189241488,161.00848244191405,0.2668295417448763,0
