timestamp,gps_lat,gps_lon,lidar_distance,battery_soc,torque_0,torque_1,torque_2,torque_3,ambient_temp,anomaly_label
2026-06-24 08:00:00.000,3.0471707975443136e-06,9.285198508026043e-06,7635.730809088811,99.99702751292153,5.013248400023641,5.609615344679839,6.442395089104714,5.573321201624442,27.93191338989283,0
2026-06-24 08:00:00.100,-7.352670264860643e-06,1.889878013115932e-05,5782.417763721515,99.99619239290611,5.290517242634585,5.040502255031862,4.122161499502101,4.195748554716809,27.921414588013384,0
2026-06-24 08:00:00.200,1.518416932039303e-07,2.6397909314375497e-05,4730.561736842257,99.9941971760617,5.581816841077269,6.608468311306267,5.20573379856894,5.05813866284558,27.383476866094693,0
2026-06-24 08:00:00.300,9.55748885711607e-06,3.079901634703168e-05,2350.6278344512434,99.99275297730168,3.2776860569389186,5.133842780756612,4.395474145933897,3.2022609845035586,28.039761072772563,0
2026-06-24 08:00:00.400,-9.952863029422296e-06,3.4927279418596076e-05,3705.4279555512326,99.99121702126153,3.9985039825321667,3.6978046265428297,3.9327513625159627,4.622955553329963,27.943215138428165,0
2026-06-24 08:00:00.500,-2.2974658098045477e-05,3.770288391414438e-05,7580.723579448483,99.98954481143224,5.52000399973182,6.2104645977566015,5.47345140516994,5.804909302579162,28.28323498806772,0
2026-06-24 08:00:00.600,-2.1696254066372623e-05,4.1778854468360724e-05,5525.302386306404,99.98708352138216,4.186042845175768,4.525185104587268,3.2830085503172532,4.574993712062894,28.16748688239829,0
2026-06-24 08:00:00.700,-2.4858679989808444e-05,4.653248030500275e-05,4104.022635818535,99.98528685465111,4.805670007596073,5.928816409399241,6.923553404741824,6.811687043926613,27.6939878892578,0
2026-06-24 08:00:00.800,-2.502669156485133e-05,3.248825864772894e-05,3474.6355284740007,99.98385764002022,4.096900748149354,4.941496198748508,5.096547966905775,6.938179306931104,28.006344845043387,0
2026-06-24 08:00:00.900,-3.3557130840587135e-05,2.4585787188286553e-05,2623.276250915817,99.98152777805547,5.018133575214108,3.7956398831945104,3.529202045797655,3.88350059665903,28.49884402854552,0
2026-06-24 08:00:01.000,-2.476315109195885e-05,1.4296570943466125e-05,6501.786048980156,99.98011896852597,5.031115797438005,4.952250964773053,5.432229896507582,5.88450370857993,27.866614902495886,0
2026-06-24 08:00:01.100,-1.6985231737669365e-05,2.5368021020006216e-05,4470.372420537196,99.9772829606084,6.851509507952168,6.415542001409799,6.020638763766954,5.155462926656686,27.788984708151816,0
2026-06-24 08:00:01.200,-1.6324924762057205e-05,4.190902205584234e-05,7653.083062144068,99.9759284795123,6.83536982053937,6.4502376743176395,5.656866552311712,5.960038539375384,27.98562297338992,0
2026-06-24 08:00:01.300,-5.052512692376875e-06,2.021854285172059e-05,4751.922606649526,99.97407213585,6.135753676447133,5.3749193051004704,5.416204487973108,5.934696606440852,27.81682310597007,0
2026-06-24 08:00:01.400,-3.774192698564184e-07,3.5866688970437205e-05,6960.78840491055,99.97110993209155,4.756156405135919,5.527793033321329,5.091956852588478,4.702844085296221,28.258686549745704,0
2026-06-24 08:00:01.500,-8.970343898688803e-06,3.67339027057525e-05,2680.680354990783,99.96927223908992,2.1519548795793195,4.116359548236239,4.378254073344622,4.3079715975178905,28.014863127067134,0
2026-06-24 08:00:01.600,-5.282836057863814e-06,4.6861100897339526e-05,2865.5441693928565,99.96706042127953,5.120784660775157,6.52936067081064,5.198356318966824,4.168701150830388,28.08811485929859,0
2026-06-24 08:00:01.700,-1.4871662066153803e-05,5.192577244318849e-05,3634.7035089846786,99.96511518511016,5.396124614682747,6.050648978361823,6.046097103799324,5.332896138306779,27.93527596085845,0
2026-06-24 08:00:01.800,-6.0871590530810775e-06,6.63297229791877e-05,3171.375645731885,99.96311584624328,5.2143943746716515,4.920031679976923,3.786994592551772,4.933091250359659,28.55349617556513,0
2026-06-24 08:00:01.900,-6.586418162943606e-06,6.842714731276267e-05,7965.162841764536,99.96152509057882,5.275057977488893,4.581232936866796,4.7664638449003895,5.25967279208159,27.815358635436798,0
2026-06-24 08:00:02.000,-8.435041798396212e-06,5.47926027246335e-05,6799.9850930781695,99.95929849435552,4.299101873376618,4.460560851481985,4.336032639183331,3.975539680837536,27.960932211208203,0
2026-06-24 08:00:02.100,-1.5244337242435626e-05,5.37358538869014e-05,4054.9817598628715,99.95663482717565,3.758406820073832,4.4672247519139665,5.598946216465997,5.84358863124496,28.248441319776845,0
2026-06-24 08:00:02.200,-3.0189238556953216e-06,5.889241434796946e-05,5097.7725989953715,99.9556058724339,2.4589241932618044,4.795053057895669,6.063141624121449,5.291208978851601,27.956809877750043,0
2026-06-24 08:00:02.300,-4.564218676383343e-06,5.6732803332625876e-05,5162.210234707393,99.95406804364767,5.004687563394487,4.775996351571918,4.263922663349576,4.627596507189442,28.13371823804771,0
2026-06-24 08:00:02.400,-8.847496898014416e-06,6.331012055415259e-05,5598.842507212337,99.952344355455,3.919644546358578,4.532210436287364,3.9213984999447575,3.921693672035685,27.814523168097093,0
2026-06-24 08:00:02.500,-1.2368832402896712e-05,6.265314666774815e-05,2623.9963571799035,99.95078800781437,5.635879587192148,5.037504683792053,3.9551194692506915,3.1944397167941427,28.122448298945805,0
2026-06-24 08:00:02.600,-7.045740547363225e-06,5.669805347659945e-05,4143.063224772417,99.948466669754,5.5715254076514515,5.244550858721239,4.081560937322102,5.465359277841511,28.169311193630836,0
2026-06-24 08:00:02.700,-3.391299903722441e-06,4.583826964348404e-05,2521.546335306256,99.9467696624835,5.5540103004198365,4.855396679748126,4.840276100656789,5.707648007648995,28.14782597345902,0
2026-06-24 08:00:02.800,7.360262122374433e-07,4.1920115818150594e-05,7471.4055986118565,99.9447291832496,5.080366594134452,5.356624906397138,6.546943819824973,7.202991330436899,27.951472068557436,0
2026-06-24 08:00:02.900,5.04423624231627e-06,4.396583231515387e-05,4410.912255758464,99.94198363167915,5.2627686879439395,6.226661392678369,5.909407146395473,4.956047376040019,27.88139669079259,0
2026-06-24 08:00:03.000,2.6460712251020886e-05,2.437191427259436e-05,6310.172728817572,99.94088104407369,6.267025897880651,6.919621573346394,7.172447339453381,6.177974732147911,28.056577919877615,0
2026-06-24 08:00:03.100,2.239656208717473e-05,1.6571150165444127e-05,7574.109856995806,99.93872254410927,5.184199636015433,4.90201154792207,3.954136731777602,5.206248843186115,27.934714078148282,0
2026-06-24 08:00:03.200,1.727413479645936e-05,-3.395770282299859e-06,3930.181602082266,99.93678391030276,5.053548463345843,4.746889710827433,5.995235430256762,4.992705967284061,27.560137388897296,0
2026-06-24 08:00:03.300,9.13640751398058e-06,-9.566518822080258e-06,2447.3382940312054,99.93484379977933,2.7106718850619176,4.489061034155711,4.355260845216965,4.338251246107664,28.01164366016615,0
2026-06-24 08:00:03.400,1.5296201739735537e-05,2.4066285207919784e-06,4028.74878799349,99.9332963307214,6.3852469320344465,5.3411443451226805,5.8505410048448585,5.615748909828465,28.042755338499237,0
2026-06-24 08:00:03.500,2.6585924666944454e-05,-9.454535296496378e-06,5987.014985974105,99.93148662716685,7.0754271911663285,7.449319662955605,6.549070271573216,6.486672415165859,28.08521164134395,0
2026-06-24 08:00:03.600,2.5446450090395703e-05,-2.4229378378830827e-06,5001.928649586949,99.92949059178586,3.6743074462115812,4.837163630587909,5.243307760846628,5.4233582516237995,28.28227386720095,0
2026-06-24 08:00:03.700,1.7044885320770424e-05,2.606531343524012e-05,2445.443631425376,99.92758263396634,6.165383019127582,5.375291686346787,5.291490729770059,4.651277442756678,28.456726451277294,0
2026-06-24 08:00:03.800,8.800073163858027e-06,4.060069474781362e-05,2354.124376693795,99.92523407577168,5.823413699439609,3.7796124164841736,5.725848748885611,5.500764660730383,28.089566152090274,0
2026-06-24 08:00:03.900,1.530600104210504e-05,4.1935828551725734e-05,6257.8104643148845,99.92378106813132,4.000184636148059,4.647381170802882,3.366141102022635,2.7965961429731396,28.189057661579625,0
2026-06-24 08:00:04.000,2.2738542754139465e-05,5.052017310969056e-05,6411.686560545342,99.92247948959333,5.2936604979729,5.304794952121408,5.059454693995837,5.6889243962897575,28.061271765969302,0
